"Index","CASRN","Chemical.Name","Source","Toxicity.Value","Organ","Reference","Effect","Dose.Converted","X.Doses","Dose","Dose.Unit1","Dose.Unit2","N.Animal","Obs.Animal","Species","Strain","Sex","Effect.Sex","Route","No.Days","Duration","Duration.type"
108,101906,"Diglycidyl Resorcinol Ether","CalEPA",1.7,"stomach/forestomach","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Diglycidyl Resorcinol Ether in F344IN Rats and B6C3F] Mice (Gavage Studies). NTP Technical Report Series No. 257. NIH Publication No. 87-2513. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","forestomach squamous cell papillomas","Dose",4,"25.0","mg/kg-day","mg/kg-day","50","17","Rat","Fischer 344","M/F","M","Oral gavage",NA,"104","Weeks"
108,101906,"Diglycidyl Resorcinol Ether","CalEPA",1.7,"stomach/forestomach","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Diglycidyl Resorcinol Ether in F344IN Rats and B6C3F] Mice (Gavage Studies). NTP Technical Report Series No. 257. NIH Publication No. 87-2513. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","forestomach squamous cell papillomas","Dose",4,"50.0","mg/kg-day","mg/kg-day","49","6","Rat","Fischer 344","M/F","M","Oral gavage",NA,"104","Weeks"
109,101906,"Diglycidyl Resorcinol Ether","CalEPA",1.7,"stomach/forestomach","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Diglycidyl Resorcinol Ether in F344IN Rats and B6C3F] Mice (Gavage Studies). NTP Technical Report Series No. 257. NIH Publication No. 87-2513. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","forestomach squamous cell carcinoma","Dose",4,"0.0","mg/kg-day","mg/kg-day","100","0","Rat","Fischer 344","M/F","M","Oral gavage",NA,"104","Weeks"
109,101906,"Diglycidyl Resorcinol Ether","CalEPA",1.7,"stomach/forestomach","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Diglycidyl Resorcinol Ether in F344IN Rats and B6C3F] Mice (Gavage Studies). NTP Technical Report Series No. 257. NIH Publication No. 87-2513. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","forestomach squamous cell carcinoma","Dose",4,"12.0","mg/kg-day","mg/kg-day","50","39","Rat","Fischer 344","M/F","M","Oral gavage",NA,"104","Weeks"
109,101906,"Diglycidyl Resorcinol Ether","CalEPA",1.7,"stomach/forestomach","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Diglycidyl Resorcinol Ether in F344IN Rats and B6C3F] Mice (Gavage Studies). NTP Technical Report Series No. 257. NIH Publication No. 87-2513. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","forestomach squamous cell carcinoma","Dose",4,"25.0","mg/kg-day","mg/kg-day","50","38","Rat","Fischer 344","M/F","M","Oral gavage",NA,"104","Weeks"
109,101906,"Diglycidyl Resorcinol Ether","CalEPA",1.7,"stomach/forestomach","National Toxicology Program (NTP, 1986). Toxicology and Carcinogenesis Studies of Diglycidyl Resorcinol Ether in F344IN Rats and B6C3F] Mice (Gavage Studies). NTP Technical Report Series No. 257. NIH Publication No. 87-2513. US Department of Health and Human Services, NTP, Research Triangle Park, NC.","forestomach squamous cell carcinoma","Dose",4,"50.0","mg/kg-day","mg/kg-day","49","4","Rat","Fischer 344","M/F","M","Oral gavage",NA,"104","Weeks"
110,103231,"Di-2-Ethylhexyl Adipate","IRIS",0.0012,"liver","NTP (National Toxicology Program). 1982. Carcinogenesis bioassay of di(2-ethylhexyl)adipate (CAS No. 103-23-1) in F344 rats and B6C3F1 mice (Feed Study). U.S. Department of Health and Human Services, National Toxicology Program, Technical Report Series, No. 212.","Combined hepatocellular adenomas and carcinomas","HEq",3,"0.0","mg/kg/day","ppm","50","3","Mouse","B6C3F1","F","Both","Oral diet",NA,"103","Weeks"
110,103231,"Di-2-Ethylhexyl Adipate","IRIS",0.0012,"liver","NTP (National Toxicology Program). 1982. Carcinogenesis bioassay of di(2-ethylhexyl)adipate (CAS No. 103-23-1) in F344 rats and B6C3F1 mice (Feed Study). U.S. Department of Health and Human Services, National Toxicology Program, Technical Report Series, No. 212.","Combined hepatocellular adenomas and carcinomas","HEq",3,"255.0","mg/kg/day","ppm","50","19","Mouse","B6C3F1","F","Both","Oral diet",NA,"103","Weeks"
110,103231,"Di-2-Ethylhexyl Adipate","IRIS",0.0012,"liver","NTP (National Toxicology Program). 1982. Carcinogenesis bioassay of di(2-ethylhexyl)adipate (CAS No. 103-23-1) in F344 rats and B6C3F1 mice (Feed Study). U.S. Department of Health and Human Services, National Toxicology Program, Technical Report Series, No. 212.","Combined hepatocellular adenomas and carcinomas","HEq",3,"625.0","mg/kg/day","ppm","49","18","Mouse","B6C3F1","F","Both","Oral diet",NA,"103","Weeks"
111,103333,"Azobenzene","IRIS",0.11,"systemic","NCI (National Cancer institute). 1979. Bioassay of azobenzene for possible carcinogenicity. NCI Carcinogenesis Technical Report Series. No. 154. p. 112.","abdominal cavity sarcomas: combined incidence of fibrosarcomas, hemangiosarcomas and osteosarcomas in the spleen and other abdominal organs","HEq",3,"0.0","mg/kg-day","ppm","20","0","Rat","Fischer 344","M/F","F","Oral diet",7,"106","Weeks"
111,103333,"Azobenzene","IRIS",0.11,"systemic","NCI (National Cancer institute). 1979. Bioassay of azobenzene for possible carcinogenicity. NCI Carcinogenesis Technical Report Series. No. 154. p. 112.","abdominal cavity sarcomas: combined incidence of fibrosarcomas, hemangiosarcomas and osteosarcomas in the spleen and other abdominal organs","HEq",3,"1.53","mg/kg-day","ppm","50","5","Rat","Fischer 344","M/F","F","Oral diet",7,"106","Weeks"
111,103333,"Azobenzene","IRIS",0.11,"systemic","NCI (National Cancer institute). 1979. Bioassay of azobenzene for possible carcinogenicity. NCI Carcinogenesis Technical Report Series. No. 154. p. 112.","abdominal cavity sarcomas: combined incidence of fibrosarcomas, hemangiosarcomas and osteosarcomas in the spleen and other abdominal organs","HEq",3,"3.06","mg/kg-day","ppm","50","21","Rat","Fischer 344","M/F","F","Oral diet",7,"106","Weeks"
112,106467,"1,4-Dichlorobenzene","CalEPA",0.0054,"liver","National Toxicology Program (NTP) 1987. Toxicology and Carcinogenesis Studies of 1,4-Dichlorobenzene in F344/N Rats and B6C3F1 Mice. U.S. Department of Health and Human Services, NIH Publication No. 87-2575. Research Triangle Park, NC.","liver hepatocarcinoma and adenoma","Conv",3,"0.0","mg/kg-day (ADJ)","mg/kg-day","50","17","Mouse","B6C3F1","M/F","M","Oral gavage",5,"104","Weeks"
112,106467,"1,4-Dichlorobenzene","CalEPA",0.0054,"liver","National Toxicology Program (NTP) 1987. Toxicology and Carcinogenesis Studies of 1,4-Dichlorobenzene in F344/N Rats and B6C3F1 Mice. U.S. Department of Health and Human Services, NIH Publication No. 87-2575. Research Triangle Park, NC.","liver hepatocarcinoma and adenoma","Conv",3,"214.0","mg/kg-day (ADJ)","mg/kg-day","49","22","Mouse","B6C3F1","M/F","M","Oral gavage",5,"104","Weeks"
112,106467,"1,4-Dichlorobenzene","CalEPA",0.0054,"liver","National Toxicology Program (NTP) 1987. Toxicology and Carcinogenesis Studies of 1,4-Dichlorobenzene in F344/N Rats and B6C3F1 Mice. U.S. Department of Health and Human Services, NIH Publication No. 87-2575. Research Triangle Park, NC.","liver hepatocarcinoma and adenoma","Conv",3,"428.0","mg/kg-day (ADJ)","mg/kg-day","50","40","Mouse","B6C3F1","M/F","M","Oral gavage",5,"104","Weeks"
113,106478,"4-Chloroaniline","PPRTV",0.2,"adrenal glands","NTP (National Toxicology Program). 1989. Toxicology and carcinogenesis studies of parachloroaniline hydrochloride (CAS No. 20265-96-7) in F344/N rats and B6C3F1 mice (gavage studies). NTP-TR-351. NIH Pub. No. 89-2806.","Adrenal medulla pheochromocytoma or malignant pheochromocytoma","Conv",4,"0.0","mg/kg-day (ADJ)","mg/kg-day","49","13","Rat","Fischer 344","M/F","M","Oral gavage",5,"103","Weeks"
113,106478,"4-Chloroaniline","PPRTV",0.2,"adrenal glands","NTP (National Toxicology Program). 1989. Toxicology and carcinogenesis studies of parachloroaniline hydrochloride (CAS No. 20265-96-7) in F344/N rats and B6C3F1 mice (gavage studies). NTP-TR-351. NIH Pub. No. 89-2806.","Adrenal medulla pheochromocytoma or malignant pheochromocytoma","Conv",4,"1.4","mg/kg-day (ADJ)","mg/kg-day","48","14","Rat","Fischer 344","M/F","M","Oral gavage",5,"103","Weeks"
113,106478,"4-Chloroaniline","PPRTV",0.2,"adrenal glands","NTP (National Toxicology Program). 1989. Toxicology and carcinogenesis studies of parachloroaniline hydrochloride (CAS No. 20265-96-7) in F344/N rats and B6C3F1 mice (gavage studies). NTP-TR-351. NIH Pub. No. 89-2806.","Adrenal medulla pheochromocytoma or malignant pheochromocytoma","Conv",4,"4.3","mg/kg-day (ADJ)","mg/kg-day","48","15","Rat","Fischer 344","M/F","M","Oral gavage",5,"103","Weeks"
113,106478,"4-Chloroaniline","PPRTV",0.2,"adrenal glands","NTP (National Toxicology Program). 1989. Toxicology and carcinogenesis studies of parachloroaniline hydrochloride (CAS No. 20265-96-7) in F344/N rats and B6C3F1 mice (gavage studies). NTP-TR-351. NIH Pub. No. 89-2806.","Adrenal medulla pheochromocytoma or malignant pheochromocytoma","Conv",4,"13.0","mg/kg-day (ADJ)","mg/kg-day","49","26","Rat","Fischer 344","M/F","M","Oral gavage",5,"103","Weeks"
114,106490,"Toluidine, p-","HEAST",0.19,"liver","Weisburger E.K., A.B. Russfield and F. Homburger, et al. 1978. Testing of twenty-one environmental aromatic Amines or derivatives for long-term toxicity or carcinogenicity. J Environ Pathol Toxicol.2(2): 325-356.","liver hepatomas","Conv",3,"0.0","mg p-toludine/kg/day","mg p-toluidine HCl/kg/day (TWA)","18","3","Mouse","CD-1","M/F","M","Oral diet",NA,"18","Months"
114,106490,"Toluidine, p-","HEAST",0.19,"liver","Weisburger E.K., A.B. Russfield and F. Homburger, et al. 1978. Testing of twenty-one environmental aromatic Amines or derivatives for long-term toxicity or carcinogenicity. J Environ Pathol Toxicol.2(2): 325-356.","liver hepatomas","Conv",3,"55.5","mg p-toludine/kg/day","mg p-toluidine HCl/kg/day (TWA)","17","8","Mouse","CD-1","M/F","M","Oral diet",NA,"18","Months"
114,106490,"Toluidine, p-","HEAST",0.19,"liver","Weisburger E.K., A.B. Russfield and F. Homburger, et al. 1978. Testing of twenty-one environmental aromatic Amines or derivatives for long-term toxicity or carcinogenicity. J Environ Pathol Toxicol.2(2): 325-356.","liver hepatomas","Conv",3,"111.0","mg p-toludine/kg/day","mg p-toluidine HCl/kg/day (TWA)","18","9","Mouse","CD-1","M/F","M","Oral diet",NA,"18","Months"
115,106898,"1-Chloro-2,3-Epoxypropane","CalEPA",0.08,"stomach/forestomach","Konishi Y, Kawabata A, Denda A, Ikeda T, Katada H, Maruyama H and Higashiguchi R. 1980. Forestomach tumors induced by orally administered epichlorohydrin in male Wistar rats. Gann 71:922-923.","benign squamous cell papillomas of the forestomach","Conv",4,"0.0","mg/kg/day","ppm","10","0","Rat","Wistar","M","Both","Oral drinking water",NA,"81","Weeks"
115,106898,"1-Chloro-2,3-Epoxypropane","CalEPA",0.08,"stomach/forestomach","Konishi Y, Kawabata A, Denda A, Ikeda T, Katada H, Maruyama H and Higashiguchi R. 1980. Forestomach tumors induced by orally administered epichlorohydrin in male Wistar rats. Gann 71:922-923.","benign squamous cell papillomas of the forestomach","Conv",4,"15.1","mg/kg/day","ppm","9","0","Rat","Wistar","M","Both","Oral drinking water",NA,"81","Weeks"
115,106898,"1-Chloro-2,3-Epoxypropane","CalEPA",0.08,"stomach/forestomach","Konishi Y, Kawabata A, Denda A, Ikeda T, Katada H, Maruyama H and Higashiguchi R. 1980. Forestomach tumors induced by orally administered epichlorohydrin in male Wistar rats. Gann 71:922-923.","benign squamous cell papillomas of the forestomach","Conv",4,"31.9","mg/kg/day","ppm","10","1","Rat","Wistar","M","Both","Oral drinking water",NA,"81","Weeks"
115,106898,"1-Chloro-2,3-Epoxypropane","CalEPA",0.08,"stomach/forestomach","Konishi Y, Kawabata A, Denda A, Ikeda T, Katada H, Maruyama H and Higashiguchi R. 1980. Forestomach tumors induced by orally administered epichlorohydrin in male Wistar rats. Gann 71:922-923.","benign squamous cell papillomas of the forestomach","Conv",4,"76.1","mg/kg/day","ppm","12","7","Rat","Wistar","M","Both","Oral drinking water",NA,"81","Weeks"
116,106898,"1-Chloro-2,3-Epoxypropane","IRIS",0.0099,"stomach/forestomach","Konishi, T., A. Kawabata, A. Denda, et al. 1980. Forestomach tumors induced by orally administered epichlorohydrin in male Wistar rats. Gann. 71: 922-923.","","HEq",4,"0.0","mg/kg/day (HED)","ppm","10","0","Rat","Wistar","M","M","Oral drinking water",NA,"81","Weeks"
116,106898,"1-Chloro-2,3-Epoxypropane","IRIS",0.0099,"stomach/forestomach","Konishi, T., A. Kawabata, A. Denda, et al. 1980. Forestomach tumors induced by orally administered epichlorohydrin in male Wistar rats. Gann. 71: 922-923.","","HEq",4,"27.1","mg/kg/day (HED)","ppm","9","0","Rat","Wistar","M","M","Oral drinking water",NA,"81","Weeks"
116,106898,"1-Chloro-2,3-Epoxypropane","IRIS",0.0099,"stomach/forestomach","Konishi, T., A. Kawabata, A. Denda, et al. 1980. Forestomach tumors induced by orally administered epichlorohydrin in male Wistar rats. Gann. 71: 922-923.","","HEq",4,"55.7","mg/kg/day (HED)","ppm","10","2","Rat","Wistar","M","M","Oral drinking water",NA,"81","Weeks"
116,106898,"1-Chloro-2,3-Epoxypropane","IRIS",0.0099,"stomach/forestomach","Konishi, T., A. Kawabata, A. Denda, et al. 1980. Forestomach tumors induced by orally administered epichlorohydrin in male Wistar rats. Gann. 71: 922-923.","","HEq",4,"108.6","mg/kg/day (HED)","ppm","12","9","Rat","Wistar","M","M","Oral drinking water",NA,"81","Weeks"
117,106934,"1,2-Dibromoethane","CalEPA",3.6,"stomach/forestomach","National Cancer Institute (NCI) 1978. Bioassay of 1,2-Dibromoethane for Possible Carcinogenicity. Technical Report Series No. 86, DHEW Pub. No. (NIH) 78-1336.","forestomach squamous cell carcinoma","Dose",3,"0.0","mg/kg/day","mg/kg/day","40","0","Rat","Osborne-Mendel","M/F","M","Oral gavage",5,"lifetime","Duration"
117,106934,"1,2-Dibromoethane","CalEPA",3.6,"stomach/forestomach","National Cancer Institute (NCI) 1978. Bioassay of 1,2-Dibromoethane for Possible Carcinogenicity. Technical Report Series No. 86, DHEW Pub. No. (NIH) 78-1336.","forestomach squamous cell carcinoma","Dose",3,"38.0","mg/kg/day","mg/kg/day","50","45","Rat","Osborne-Mendel","M/F","M","Oral gavage",5,"lifetime","Duration"
117,106934,"1,2-Dibromoethane","CalEPA",3.6,"stomach/forestomach","National Cancer Institute (NCI) 1978. Bioassay of 1,2-Dibromoethane for Possible Carcinogenicity. Technical Report Series No. 86, DHEW Pub. No. (NIH) 78-1336.","forestomach squamous cell carcinoma","Dose",3,"41.0","mg/kg/day","mg/kg/day","50","33","Rat","Osborne-Mendel","M/F","M","Oral gavage",5,"lifetime","Duration"
118,106934,"1,2-Dibromoethane","IRIS",2,"stomach/forestomach","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","forestomach tumors","HEq",3,"0.0","mg/kg/day","mg/kg/day","13","0","Rat","Osborne-Mendel","M","M","Oral gavage",5,"49","Weeks"
118,106934,"1,2-Dibromoethane","IRIS",2,"stomach/forestomach","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","forestomach tumors","HEq",3,"7.8","mg/kg/day","mg/kg/day","50","45","Rat","Osborne-Mendel","M","M","Oral gavage",5,"49","Weeks"
118,106934,"1,2-Dibromoethane","IRIS",2,"stomach/forestomach","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","forestomach tumors","HEq",3,"8.4","mg/kg/day","mg/kg/day","34","33","Rat","Osborne-Mendel","M","M","Oral gavage",5,"49","Weeks"
119,106934,"1,2-Dibromoethane","IRIS",2,"thyroid","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","thyroid follicular cell adenomas or carcinomas","HEq",3,"0.0","mg/kg/day","mg/kg/day","13","0","Rat","Osborne-Mendel","M","Both","Oral gavage",5,"49","Weeks"
119,106934,"1,2-Dibromoethane","IRIS",2,"thyroid","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","thyroid follicular cell adenomas or carcinomas","HEq",3,"7.8","mg/kg/day","mg/kg/day","29","5","Rat","Osborne-Mendel","M","Both","Oral gavage",5,"49","Weeks"
119,106934,"1,2-Dibromoethane","IRIS",2,"thyroid","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","thyroid follicular cell adenomas or carcinomas","HEq",3,"8.4","mg/kg/day","mg/kg/day","23","8","Rat","Osborne-Mendel","M","Both","Oral gavage",5,"49","Weeks"
120,106934,"1,2-Dibromoethane","IRIS",2,"vascular system","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","hemangiosarcomas (incidence)","HEq",3,"0.0","mg/kg/day","mg/kg/day","13","0","Rat","Osborne-Mendel","M","Both","Oral gavage",5,"49","Weeks"
120,106934,"1,2-Dibromoethane","IRIS",2,"vascular system","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","hemangiosarcomas (incidence)","HEq",3,"7.8","mg/kg/day","mg/kg/day","42","11","Rat","Osborne-Mendel","M","Both","Oral gavage",5,"49","Weeks"
120,106934,"1,2-Dibromoethane","IRIS",2,"vascular system","National Cancer Institute (NCI). (1978) Bioassay of 1,2-dibromoethane for possible carcinogenicity. Bethesda, MD: National Cancer Institute. NTIS no. PB 288428.","hemangiosarcomas (incidence)","HEq",3,"8.4","mg/kg/day","mg/kg/day","23","4","Rat","Osborne-Mendel","M","Both","Oral gavage",5,"49","Weeks"
121,107062,"1,2-Dichloroethane","CalEPA",0.047,"liver","National Cancer Institute (NCI) 1978. Bioassay of 1,2-Dichloroethane for Possible Carcinogenicity. NCI Carcinogenesis Technical Report Series No. 55. DHEW Pub. No. (NIH) 78-1361.Government Printing Office, Washington, DC.","hemangiosarcomas","Dose",3,"0.0","mg/kg/day","mg/kg/day","60","1","Rat","Osborne-Mendel","M/F","M","Oral gavage",5,"78","Weeks"
121,107062,"1,2-Dichloroethane","CalEPA",0.047,"liver","National Cancer Institute (NCI) 1978. Bioassay of 1,2-Dichloroethane for Possible Carcinogenicity. NCI Carcinogenesis Technical Report Series No. 55. DHEW Pub. No. (NIH) 78-1361.Government Printing Office, Washington, DC.","hemangiosarcomas","Dose",3,"47.0","mg/kg/day","mg/kg/day","50","9","Rat","Osborne-Mendel","M/F","M","Oral gavage",5,"78","Weeks"
121,107062,"1,2-Dichloroethane","CalEPA",0.047,"liver","National Cancer Institute (NCI) 1978. Bioassay of 1,2-Dichloroethane for Possible Carcinogenicity. NCI Carcinogenesis Technical Report Series No. 55. DHEW Pub. No. (NIH) 78-1361.Government Printing Office, Washington, DC.","hemangiosarcomas","Dose",3,"95.0","mg/kg/day","mg/kg/day","50","7","Rat","Osborne-Mendel","M/F","M","Oral gavage",5,"78","Weeks"
122,107062,"1,2-Dichloroethane","IRIS",0.091,"vascular system","NCI (National Cancer Institute). 1978. Bioassay of 1,2-Dichloroethane for Possible Carcinogenicity. NCI Carcinogenesis Technical Report Series No. 55. DHEW Publ. No. (NIH) 78-1361, Washington DC.","hemangiosarcomas","HEq",3,"0.0","mg/kg/day","mg/kg/day","40","0","Rat","Osborne-Mendel","M","Both","Oral gavage",NA,"104","Weeks"
122,107062,"1,2-Dichloroethane","IRIS",0.091,"vascular system","NCI (National Cancer Institute). 1978. Bioassay of 1,2-Dichloroethane for Possible Carcinogenicity. NCI Carcinogenesis Technical Report Series No. 55. DHEW Publ. No. (NIH) 78-1361, Washington DC.","hemangiosarcomas","HEq",3,"4.46","mg/kg/day","mg/kg/day","48","9","Rat","Osborne-Mendel","M","Both","Oral gavage",NA,"104","Weeks"
122,107062,"1,2-Dichloroethane","IRIS",0.091,"vascular system","NCI (National Cancer Institute). 1978. Bioassay of 1,2-Dichloroethane for Possible Carcinogenicity. NCI Carcinogenesis Technical Report Series No. 55. DHEW Publ. No. (NIH) 78-1361, Washington DC.","hemangiosarcomas","HEq",3,"8.23","mg/kg/day","mg/kg/day","27","7","Rat","Osborne-Mendel","M","Both","Oral gavage",NA,"104","Weeks"
123,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980a. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered to Spartan rats in the drinking water, Vol. 1-2. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto
Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",3,"0.0","mg/kg-day","ppm","100","6","Rat","Sprague-Dawley","M","Both","Oral drinking water",7,"18","Months"
123,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980a. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered to Spartan rats in the drinking water, Vol. 1-2. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto
Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",3,"0.02","mg/kg-day","ppm","98","6","Rat","Sprague-Dawley","M","Both","Oral drinking water",7,"18","Months"
123,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980a. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered to Spartan rats in the drinking water, Vol. 1-2. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto
Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",3,"1.36","mg/kg-day","ppm","98","36","Rat","Sprague-Dawley","M","Both","Oral drinking water",7,"18","Months"
124,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980b. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered in the drinking water to Fischer 344 rats, Vol. 1-4. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",6,"0.0","mg/kg-day","ppm","200","5","Rat","Fischer 344","M","Both","Oral drinking water",7,"18","Months"
124,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980b. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered in the drinking water to Fischer 344 rats, Vol. 1-4. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",6,"0.02","mg/kg-day","ppm","100","4","Rat","Fischer 344","M","Both","Oral drinking water",7,"18","Months"
124,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980b. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered in the drinking water to Fischer 344 rats, Vol. 1-4. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",6,"0.04","mg/kg-day","ppm","100","5","Rat","Fischer 344","M","Both","Oral drinking water",7,"18","Months"
124,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980b. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered in the drinking water to Fischer 344 rats, Vol. 1-4. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",6,"0.14","mg/kg-day","ppm","100","7","Rat","Fischer 344","M","Both","Oral drinking water",7,"18","Months"
124,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980b. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered in the drinking water to Fischer 344 rats, Vol. 1-4. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",6,"0.43","mg/kg-day","ppm","100","20","Rat","Fischer 344","M","Both","Oral drinking water",7,"18","Months"
124,107131,"Acrylonitrile","IRIS",0.54,"systemic","Biodynamics, Inc. 1980b. A twenty-four month oral toxicity/carcinogenicity study of acrylonitrile administered in the drinking water to Fischer 344 rats, Vol. 1-4. Prepared by
Biodynamics Inc., Division of Biology and Safety Evaluation, East Millstone, NJ, for Monsanto Company, St. Louis, MO.","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",6,"1.39","mg/kg-day","ppm","100","36","Rat","Fischer 344","M","Both","Oral drinking water",7,"18","Months"
125,107131,"Acrylonitrile","IRIS",0.54,"systemic","Quast, J.F., C.E. Wade, C.G. Humiston, R.M. Carreon, E.A. Hermann, C.N. Park and B.A. Schwetz. 1980a. A two-year toxicity and oncogenicity study with acrylonitrile incorporated in the drinking water of rats. Prepared by the Toxicology Research Laboratory, Health and Environmental Sciences, Dow Chemical USA, Midland, MI, for the Chemical Manufacturers Association, Washington, DC. Available from: CMA, Washington DC","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",4,"0.0","mg/kg-day","ppm","80","4","Rat","Sprague-Dawley","M","Both","Oral drinking water",7,"2","Years"
125,107131,"Acrylonitrile","IRIS",0.54,"systemic","Quast, J.F., C.E. Wade, C.G. Humiston, R.M. Carreon, E.A. Hermann, C.N. Park and B.A. Schwetz. 1980a. A two-year toxicity and oncogenicity study with acrylonitrile incorporated in the drinking water of rats. Prepared by the Toxicology Research Laboratory, Health and Environmental Sciences, Dow Chemical USA, Midland, MI, for the Chemical Manufacturers Association, Washington, DC. Available from: CMA, Washington DC","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",4,"0.58","mg/kg-day","ppm","47","18","Rat","Sprague-Dawley","M","Both","Oral drinking water",7,"2","Years"
125,107131,"Acrylonitrile","IRIS",0.54,"systemic","Quast, J.F., C.E. Wade, C.G. Humiston, R.M. Carreon, E.A. Hermann, C.N. Park and B.A. Schwetz. 1980a. A two-year toxicity and oncogenicity study with acrylonitrile incorporated in the drinking water of rats. Prepared by the Toxicology Research Laboratory, Health and Environmental Sciences, Dow Chemical USA, Midland, MI, for the Chemical Manufacturers Association, Washington, DC. Available from: CMA, Washington DC","brain and spinal cord astrocytomas, Zymbal gland carcinomas and stomach papillomas/carcinomas","HEq",4,"1.46","mg/kg-day","ppm","48","36","Rat","Sprague-Dawley","M","Both","Oral drinking water",7,"2","Years"
